model,iupac_name,template_index,true_label,response_type,predicted_label,matched_form,correct_strict,gold_contained,generation
phenixace-Chem-R-Faithful,1-Fluoropropane,7,alkyl fluoride,answer_correct,alkyl fluoride,Fluorine,1,1," ""Fluorine"" as a fluorinated"
phenixace-Chem-R-Faithful,1-Fluoropropane,8,alkyl fluoride,answer_wrong,none (alkane),alkane,0,0," a fluorinated alkane, which is a type"
phenixace-Chem-R-Faithful,1-Fluoropropane,9,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1, the fluorine atom (F) attached to the
phenixace-Chem-R-Faithful,1-Fluorobutane,0,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1, fluorine (F) attached to a butane
phenixace-Chem-R-Faithful,1-Fluorobutane,1,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1," the fluorine atom, which is attached to the"
phenixace-Chem-R-Faithful,1-Fluorobutane,2,alkyl fluoride,answer_correct,alkyl fluoride,Fluorine,1,1, Fluorine. The molecule has a chain of
phenixace-Chem-R-Faithful,1-Fluorobutane,3,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1, fluorine atom and a butane backbone. The
phenixace-Chem-R-Faithful,1-Fluorobutane,4,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1," the fluorine atom, which is attached to the"
phenixace-Chem-R-Faithful,1-Fluorobutane,5,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1," the fluorine atom, which is attached to the"
phenixace-Chem-R-Faithful,1-Fluorobutane,6,alkyl fluoride,answer_wrong,none (alkane),alkane,0,0, fluorinated alkane. It has been found to
phenixace-Chem-R-Faithful,1-Fluorobutane,7,alkyl fluoride,answer_correct,alkyl fluoride,Fluorine,1,1," ""Fluorine"" as indicated by the"
phenixace-Chem-R-Faithful,1-Fluorobutane,8,alkyl fluoride,answer_wrong,none (alkane),alkane,0,0," a fluorinated alkane, which is a type"
phenixace-Chem-R-Faithful,1-Fluorobutane,9,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1, the fluorine atom (F) attached to the
phenixace-Chem-R-Faithful,1-Fluoropentane,0,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1, fluorine (F) attached to the end of
phenixace-Chem-R-Faithful,1-Fluoropentane,1,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1," the fluorine atom, which is attached to the"
phenixace-Chem-R-Faithful,1-Fluoropentane,2,alkyl fluoride,answer_correct,alkyl fluoride,Fluorine,1,1, Fluorine. The molecule has a chain of
phenixace-Chem-R-Faithful,1-Fluoropentane,3,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1, fluorine atom and a pentane backbone. The
phenixace-Chem-R-Faithful,1-Fluoropentane,4,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1, the fluorine atom (F) attached to the
phenixace-Chem-R-Faithful,1-Fluoropentane,5,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1," the fluorine atom, which is attached to the"
phenixace-Chem-R-Faithful,1-Fluoropentane,6,alkyl fluoride,answer_wrong,none (alkane),alkane,0,0, fluorinated alkane. It has been found to
phenixace-Chem-R-Faithful,1-Fluoropentane,7,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1," present, which in this case is the fluorine"
phenixace-Chem-R-Faithful,1-Fluoropentane,8,alkyl fluoride,answer_wrong,none (alkane),alkane,0,1, a fluorine-containing alkane. It has a
phenixace-Chem-R-Faithful,1-Fluoropentane,9,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1, the fluorine atom (F) attached to the
phenixace-Chem-R-Faithful,1-Fluorohexane,0,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1, fluorine (F) attached to a hexane
phenixace-Chem-R-Faithful,1-Fluorohexane,1,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1," the fluorine atom, which is attached to the"
phenixace-Chem-R-Faithful,1-Fluorohexane,2,alkyl fluoride,answer_correct,alkyl fluoride,Fluorine,1,1, Fluorine. The molecule is a fluorinated
phenixace-Chem-R-Faithful,1-Fluorohexane,3,alkyl fluoride,malformed,,,0,1, fluorine atom and a hydrocarbon chain. It
phenixace-Chem-R-Faithful,1-Fluorohexane,4,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1, the fluorine atom (F) attached to the
phenixace-Chem-R-Faithful,1-Fluorohexane,5,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1," the fluorine atom, which is a halogen"
phenixace-Chem-R-Faithful,1-Fluorohexane,6,alkyl fluoride,answer_wrong,none (alkane),alkane,0,0, fluorinated alkane. It has a role as
phenixace-Chem-R-Faithful,1-Fluorohexane,7,alkyl fluoride,answer_correct,alkyl fluoride,Fluorine,1,1," ""Fluorine"" as the only functional"
phenixace-Chem-R-Faithful,1-Fluorohexane,8,alkyl fluoride,answer_wrong,none (alkane),alkane,0,0," a fluorinated alkane, which is a type"
phenixace-Chem-R-Faithful,1-Fluorohexane,9,alkyl fluoride,answer_correct,alkyl fluoride,fluorine,1,1, the fluorine atom (F) attached to the
phenixace-Chem-R-Faithful,1-Bromopropane,0,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," bromine (Br), which is a halogen"
phenixace-Chem-R-Faithful,1-Bromopropane,1,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," the bromine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Bromopropane,2,alkyl bromide,answer_correct,alkyl bromide,Bromine,1,1," ""Bromine"" with the representative SMILES"
phenixace-Chem-R-Faithful,1-Bromopropane,3,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1, bromine atom attached to a propyl group.
phenixace-Chem-R-Faithful,1-Bromopropane,4,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," the bromine atom, which is a halogen"
phenixace-Chem-R-Faithful,1-Bromopropane,5,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," the bromine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Bromopropane,6,alkyl bromide,non_answer,,,0,0," bromoalkane, which is a type of"
phenixace-Chem-R-Faithful,1-Bromopropane,7,alkyl bromide,answer_correct,alkyl bromide,Bromine,1,1," ""Bromine"" as a bromoalk"
phenixace-Chem-R-Faithful,1-Bromopropane,8,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1, defined by the presence of a bromine atom attached
phenixace-Chem-R-Faithful,1-Bromopropane,9,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1, the bromine atom (Br) attached to the
phenixace-Chem-R-Faithful,1-Bromobutane,0,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," bromine (Br), which is a halogen"
phenixace-Chem-R-Faithful,1-Bromobutane,1,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," the bromine atom, which is attached to the"
phenixace-Chem-R-Faithful,1-Bromobutane,2,alkyl bromide,answer_correct,alkyl bromide,Bromine,1,1," ""Bromine"" with the representative SMILES"
phenixace-Chem-R-Faithful,1-Bromobutane,3,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1, bromine atom attached to a butane chain.
phenixace-Chem-R-Faithful,1-Bromobutane,4,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," the bromine atom, which is a halogen"
phenixace-Chem-R-Faithful,1-Bromobutane,5,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," the bromine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Bromobutane,6,alkyl bromide,non_answer,,,0,0, bromoalkane. Bromoalkanes are
phenixace-Chem-R-Faithful,1-Bromobutane,7,alkyl bromide,answer_correct,alkyl bromide,Bromine,1,1," ""Bromine"" and the parent chain """
phenixace-Chem-R-Faithful,1-Bromobutane,8,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1, defined by the presence of a bromine atom attached
phenixace-Chem-R-Faithful,1-Bromobutane,9,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1, the bromine atom (Br) attached to the
phenixace-Chem-R-Faithful,1-Bromopentane,0,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," bromine (Br), which is a halogen"
phenixace-Chem-R-Faithful,1-Bromopentane,1,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," the bromine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Bromopentane,2,alkyl bromide,answer_correct,alkyl bromide,Bromine,1,1," ""Bromine"" with the representative SMILES"
phenixace-Chem-R-Faithful,1-Bromopentane,3,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1, bromine atom attached to a pentyl group.
phenixace-Chem-R-Faithful,1-Bromopentane,4,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," the bromine atom, which is a halogen"
phenixace-Chem-R-Faithful,1-Bromopentane,5,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," the bromine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Bromopentane,6,alkyl bromide,non_answer,,,0,0, bromoalkane. Bromoalkanes are
phenixace-Chem-R-Faithful,1-Bromopentane,7,alkyl bromide,answer_correct,alkyl bromide,Bromine,1,1," ""Bromine"" as a bromoalk"
phenixace-Chem-R-Faithful,1-Bromopentane,8,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1, defined by the presence of a bromine atom attached
phenixace-Chem-R-Faithful,1-Bromopentane,9,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1, the bromine atom (Br) attached to the
phenixace-Chem-R-Faithful,1-Bromohexane,0,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," bromine (Br), which is a halogen"
phenixace-Chem-R-Faithful,1-Bromohexane,1,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," the bromine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Bromohexane,2,alkyl bromide,answer_correct,alkyl bromide,Bromine,1,1," ""Bromine"" with the representative SMILES"
phenixace-Chem-R-Faithful,1-Bromohexane,3,alkyl bromide,malformed,,,0,1, bromine atom and a hydrocarbon chain. The
phenixace-Chem-R-Faithful,1-Bromohexane,4,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," the bromine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Bromohexane,5,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1," the bromine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Bromohexane,6,alkyl bromide,non_answer,,,0,0, bromoalkane. Bromoalkanes are
phenixace-Chem-R-Faithful,1-Bromohexane,7,alkyl bromide,answer_correct,alkyl bromide,Bromine,1,1," ""Bromine"" as the key functional group"
phenixace-Chem-R-Faithful,1-Bromohexane,8,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1, defined by the presence of a bromine atom attached
phenixace-Chem-R-Faithful,1-Bromohexane,9,alkyl bromide,answer_correct,alkyl bromide,bromine,1,1, the bromine atom (Br) attached to the
phenixace-Chem-R-Faithful,1-Iodopropane,0,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," iodine (I), which is a halogen"
phenixace-Chem-R-Faithful,1-Iodopropane,1,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," the iodine atom, which is a halogen"
phenixace-Chem-R-Faithful,1-Iodopropane,2,alkyl iodide,answer_correct,alkyl iodide,Iodine,1,1," ""Iodine"". The SMILES string for"
phenixace-Chem-R-Faithful,1-Iodopropane,3,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," halogen (specifically, iodine) and"
phenixace-Chem-R-Faithful,1-Iodopropane,4,alkyl iodide,answer_correct,alkyl iodide,Iodine,1,1," the Iodine atom, which is a hal"
phenixace-Chem-R-Faithful,1-Iodopropane,5,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," the iodine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Iodopropane,6,alkyl iodide,answer_correct,alkyl iodide,Iodine,1,1, member of the Iodine functional group. It
phenixace-Chem-R-Faithful,1-Iodopropane,7,alkyl iodide,answer_correct,alkyl iodide,Iodine,1,1," ""Iodine"" as a simple alkyl"
phenixace-Chem-R-Faithful,1-Iodopropane,8,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," defined by the presence of an iodine atom,"
phenixace-Chem-R-Faithful,1-Iodopropane,9,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1, the iodine atom. Iodine is a
phenixace-Chem-R-Faithful,1-Iodobutane,0,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," iodine (I), which is a halogen"
phenixace-Chem-R-Faithful,1-Iodobutane,1,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," the iodine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Iodobutane,2,alkyl iodide,answer_correct,alkyl iodide,Iodine,1,1," ""Iodine"". The SMILES string for"
phenixace-Chem-R-Faithful,1-Iodobutane,3,alkyl iodide,malformed,,,0,1, halogen (iodine) and an alkane
phenixace-Chem-R-Faithful,1-Iodobutane,4,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," the iodine atom, which is a halogen"
phenixace-Chem-R-Faithful,1-Iodobutane,5,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," the iodine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Iodobutane,6,alkyl iodide,underspecified,,,0,1, simple alkyl halide. The iodine atom
phenixace-Chem-R-Faithful,1-Iodobutane,7,alkyl iodide,answer_correct,alkyl iodide,Iodine,1,1," ""Iodine"" as the key functional group"
phenixace-Chem-R-Faithful,1-Iodobutane,8,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," defined by the presence of an iodine atom,"
phenixace-Chem-R-Faithful,1-Iodobutane,9,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1, the iodine atom (I) attached to the
phenixace-Chem-R-Faithful,1-Iodopentane,0,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," iodine (I), which is a halogen"
phenixace-Chem-R-Faithful,1-Iodopentane,1,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," the iodine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Iodopentane,2,alkyl iodide,answer_correct,alkyl iodide,Iodine,1,1," ""Iodine"" with the representative SMILES"
phenixace-Chem-R-Faithful,1-Iodopentane,3,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1, halogen (iodine in this case) and
phenixace-Chem-R-Faithful,1-Iodopentane,4,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," the iodine atom, which is a halogen"
phenixace-Chem-R-Faithful,1-Iodopentane,5,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," the iodine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Iodopentane,6,alkyl iodide,non_answer,,,0,0, member of the iodoalkanes. Iod
phenixace-Chem-R-Faithful,1-Iodopentane,7,alkyl iodide,answer_correct,alkyl iodide,Iodine,1,1," ""Iodine"" as the key functional group"
phenixace-Chem-R-Faithful,1-Iodopentane,8,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1, defined by the presence of an iodine atom at
phenixace-Chem-R-Faithful,1-Iodopentane,9,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1, the iodine atom (I) attached to the
phenixace-Chem-R-Faithful,1-Iodohexane,0,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," iodine, which is a halogen. It"
phenixace-Chem-R-Faithful,1-Iodohexane,1,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," the iodine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Iodohexane,2,alkyl iodide,answer_correct,alkyl iodide,Iodine,1,1," ""Iodine"". The SMILES string for"
phenixace-Chem-R-Faithful,1-Iodohexane,3,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," halogen (specifically, iodine) and"
phenixace-Chem-R-Faithful,1-Iodohexane,4,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," the iodine atom, which is a halogen"
phenixace-Chem-R-Faithful,1-Iodohexane,5,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1," the iodine atom, which is a good leaving"
phenixace-Chem-R-Faithful,1-Iodohexane,6,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1, simple alkane with an iodine substituent.
phenixace-Chem-R-Faithful,1-Iodohexane,7,alkyl iodide,answer_correct,alkyl iodide,Iodine,1,1," ""Iodine"" as the key functional group"
phenixace-Chem-R-Faithful,1-Iodohexane,8,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1, defined by the presence of an iodine atom at
phenixace-Chem-R-Faithful,1-Iodohexane,9,alkyl iodide,answer_correct,alkyl iodide,iodine,1,1, the iodine atom at the end of the chain
phenixace-Chem-R-Faithful,Methoxyethane,0,ether,answer_correct,ether,ether,1,1, ether (COC). The molecule has a relatively
phenixace-Chem-R-Faithful,Methoxyethane,1,ether,answer_correct,ether,ether,1,1," an ether group, which is represented by the SM"
phenixace-Chem-R-Faithful,Methoxyethane,2,ether,answer_correct,ether,ethers,1,1, ethers. The molecule consists of a central carbon atom
phenixace-Chem-R-Faithful,Methoxyethane,3,ether,non_answer,,,0,0, functional group that can be either aether or an
phenixace-Chem-R-Faithful,Methoxyethane,4,ether,answer_correct,ether,ether,1,1, the ether group (COC). This functional group
phenixace-Chem-R-Faithful,Methoxyethane,5,ether,answer_correct,ether,ether,1,1, an ether group (COC). The ether group
phenixace-Chem-R-Faithful,Methoxyethane,6,ether,answer_correct,ether,ether,1,1, simple ether. The molecule consists of an ethyl
phenixace-Chem-R-Faithful,Methoxyethane,7,ether,answer_correct,ether,Ether,1,1," ""Ether"" which is represented by the SMILES"
phenixace-Chem-R-Faithful,Methoxyethane,8,ether,answer_correct,ether,ether,1,1," an ether, which is a type of functional group"
phenixace-Chem-R-Faithful,Methoxyethane,9,ether,answer_correct,ether,ether,1,1, the ether linkage (C-O-C). This linkage
phenixace-Chem-R-Faithful,1-Methoxypropane,0,ether,answer_correct,ether,ether,1,1," ether (COC), which is a key component"
phenixace-Chem-R-Faithful,1-Methoxypropane,1,ether,answer_correct,ether,ether,1,1," an ether group, which is represented by the SM"
phenixace-Chem-R-Faithful,1-Methoxypropane,2,ether,answer_correct,ether,ethers,1,1, ethers. The molecule has a 3-carbon
phenixace-Chem-R-Faithful,1-Methoxypropane,3,ether,non_answer,,,0,0, methoxy group attached to a propyl chain.
phenixace-Chem-R-Faithful,1-Methoxypropane,4,ether,answer_correct,ether,ether,1,1, the ether group (COC). This group is
phenixace-Chem-R-Faithful,1-Methoxypropane,5,ether,answer_correct,ether,ether,1,1, an ether group (COC). The ether group
phenixace-Chem-R-Faithful,1-Methoxypropane,6,ether,answer_correct,ether,ether,1,1, simple ether. The ether functional group is characterized by
phenixace-Chem-R-Faithful,1-Methoxypropane,7,ether,answer_correct,ether,Ether,1,1," ""Ether"" due to the presence of the ether"
phenixace-Chem-R-Faithful,1-Methoxypropane,8,ether,answer_correct,ether,ether,1,1, a three-carbon chain with an ether group at
phenixace-Chem-R-Faithful,1-Methoxypropane,9,ether,answer_correct,ether,ether,1,1, the ether group (COC). The molecule consists
phenixace-Chem-R-Faithful,1-Methoxybutane,0,ether,answer_correct,ether,ether,1,1," ether (COC), which is a key component"
phenixace-Chem-R-Faithful,1-Methoxybutane,1,ether,answer_correct,ether,ether,1,1, the ether group (C-O-C). This group
phenixace-Chem-R-Faithful,1-Methoxybutane,2,ether,answer_correct,ether,ethers,1,1, ethers. The representative SMILES pattern for ethers is
phenixace-Chem-R-Faithful,1-Methoxybutane,3,ether,non_answer,,,0,0, functional group that can be involved in various chemical reactions
phenixace-Chem-R-Faithful,1-Methoxybutane,4,ether,answer_correct,ether,ether,1,1, the ether group (C-O-C). This functional
phenixace-Chem-R-Faithful,1-Methoxybutane,5,ether,answer_correct,ether,ether,1,1, the ether group (C-O-C). This group
phenixace-Chem-R-Faithful,1-Methoxybutane,6,ether,answer_correct,ether,ether,1,1, primary ether. The ether functional group is represented by
phenixace-Chem-R-Faithful,1-Methoxybutane,7,ether,answer_correct,ether,Ether,1,1," ""Ether"" due to the presence of the CO"
phenixace-Chem-R-Faithful,1-Methoxybutane,8,ether,answer_correct,ether,ether,1,1, defined by the presence of an ether group (C
phenixace-Chem-R-Faithful,1-Methoxybutane,9,ether,answer_correct,ether,ether,1,1, the ether group (COC). The molecule consists
phenixace-Chem-R-Faithful,1-Methoxypentane,0,ether,answer_correct,ether,ether,1,1," ether (COC), indicating the presence of oxygen"
phenixace-Chem-R-Faithful,1-Methoxypentane,1,ether,answer_correct,ether,ether,1,1, the ether group (COC). The ether group
phenixace-Chem-R-Faithful,1-Methoxypentane,2,ether,answer_correct,ether,ethers,1,1, ethers. The representative SMILES pattern for ethers is
phenixace-Chem-R-Faithful,1-Methoxypentane,3,ether,non_answer,,,0,0, methoxy group attached to a pentane chain.
phenixace-Chem-R-Faithful,1-Methoxypentane,4,ether,answer_correct,ether,ether,1,1, the ether group (COC). This functional group
phenixace-Chem-R-Faithful,1-Methoxypentane,5,ether,answer_correct,ether,ether,1,1, the ether group (COC). The ether group
phenixace-Chem-R-Faithful,1-Methoxypentane,6,ether,answer_correct,ether,ether,1,1, primary ether. The ether functional group is represented by
phenixace-Chem-R-Faithful,1-Methoxypentane,7,ether,answer_correct,ether,Ether,1,1," ""Ether"" due to the presence of the ether"
phenixace-Chem-R-Faithful,1-Methoxypentane,8,ether,answer_correct,ether,ether,1,1," an ether, which is a type of functional group"
phenixace-Chem-R-Faithful,1-Methoxypentane,9,ether,answer_correct,ether,ether,1,1, the ether group (COC). The molecule consists
phenixace-Chem-R-Faithful,(Methylsulfanyl)ethane,0,thioether,answer_correct,thioether,Sulfide,1,1," ""Sulfide"" which is represented by the"
phenixace-Chem-R-Faithful,(Methylsulfanyl)ethane,1,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,(Methylsulfanyl)ethane,2,thioether,answer_correct,thioether,Sulfide,1,1," ""Sulfide"". The representative SMILES pattern"
phenixace-Chem-R-Faithful,(Methylsulfanyl)ethane,3,thioether,answer_correct,thioether,sulfide,1,1, sulfide functional group. The SMILES string for
phenixace-Chem-R-Faithful,(Methylsulfanyl)ethane,4,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,(Methylsulfanyl)ethane,5,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,(Methylsulfanyl)ethane,6,thioether,answer_correct,thioether,sulfide,1,1, sulfide. Sulfides are characterized by the
phenixace-Chem-R-Faithful,(Methylsulfanyl)ethane,7,thioether,answer_correct,thioether,sulfide,1,1," ""sulfide"" and is represented by the"
phenixace-Chem-R-Faithful,(Methylsulfanyl)ethane,8,thioether,non_answer,,,0,0, an organosulfur compound that contains a sulf
phenixace-Chem-R-Faithful,(Methylsulfanyl)ethane,9,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)propane,0,thioether,answer_correct,thioether,Sulfide,1,1," ""Sulfide"" which is represented by the"
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)propane,1,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)propane,2,thioether,answer_correct,thioether,Sulfide,1,1," ""Sulfide"". The SMILES string for"
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)propane,3,thioether,answer_correct,thioether,sulfide,1,1, sulfide group. The sulfide group is represented
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)propane,4,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)propane,5,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)propane,6,thioether,answer_correct,thioether,sulfide,1,1, sulfide. Sulfides are characterized by the
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)propane,7,thioether,answer_correct,thioether,sulfide,1,1," ""sulfide"" and is a type of"
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)propane,8,thioether,non_answer,,,0,0, a key component in determining the chemical properties and re
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)propane,9,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)butane,0,thioether,answer_correct,thioether,Sulfide,1,1," ""Sulfide"" which is represented by the"
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)butane,1,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)butane,2,thioether,answer_correct,thioether,Sulfide,1,1," ""Sulfide"". The SMILES string for"
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)butane,3,thioether,answer_correct,thioether,sulfide,1,1, sulfide group. It has a role as a
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)butane,4,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)butane,5,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)butane,6,thioether,answer_correct,thioether,sulfide,1,1, sulfide. The sulfide group is represented by
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)butane,7,thioether,answer_correct,thioether,sulfide,1,1," ""sulfide"" and is represented by the"
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)butane,8,thioether,answer_correct,thioether,sulfide,1,1, a type of organic compound that contains a sulfide
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)butane,9,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)pentane,0,thioether,answer_correct,thioether,Sulfide,1,1," ""Sulfide"" which is represented by the"
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)pentane,1,thioether,answer_correct,thioether,sulfide,1,1," the sulfide group, which is represented by the"
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)pentane,2,thioether,answer_correct,thioether,Sulfide,1,1," ""Sulfide"". The SMILES string for"
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)pentane,3,thioether,answer_correct,thioether,sulfide,1,1, sulfide group. The sulfide group is represented
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)pentane,4,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)pentane,5,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)pentane,6,thioether,answer_correct,thioether,sulfide,1,1, sulfide. Sulfides are characterized by the
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)pentane,7,thioether,answer_correct,thioether,sulfide,1,1," ""sulfide"" and is represented by the"
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)pentane,8,thioether,answer_correct,thioether,sulfide,1,1, defined by the presence of a sulfide group (
phenixace-Chem-R-Faithful,1-(Methylsulfanyl)pentane,9,thioether,answer_correct,thioether,sulfide,1,1, the sulfide group (CSC). This group
phenixace-Chem-R-Faithful,Methyl ethyl sulfoxide,0,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1," sulfoxide, which is represented by the SM"
phenixace-Chem-R-Faithful,Methyl ethyl sulfoxide,1,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1," the sulfoxide group, which is a sulfur"
phenixace-Chem-R-Faithful,Methyl ethyl sulfoxide,2,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, sulfoxide. It has a role as a
phenixace-Chem-R-Faithful,Methyl ethyl sulfoxide,3,sulfoxide,answer_correct,sulfoxide,sulfoxide,1,1, sulfoxide functional group. The sulfoxide
